"2389674","1"
"2508197","0"
"2390142","1"
"2063784","2"
"2665997","0"
"238369","0"
"221600","8"
"266913","10"
"956890","42"
"2398467","3"
"2063801","5"
"2661884","4"
"1458560","2"
"2065012","2"
"1458316","7"
"956948","1"
"502638","234"
"956930","1"
"1651268","6"
"2398577","3"
"1646203","2"
"1871919","3"
"170411","3"
"1458357","0"
"1183731","6"
"584905","1"
"956920","10"
"323231","47"
"352322","0"
"1099565","11"
"1099605","1"
"2514690","2"
"2396850","3"
"2505635","0"
"1646260","4"
"1646283","6"
"2396867","8"
"1458574","7"
"288644","7"
"266904","5"
"1031197","1"
"1099678","3"
"2064048","2"
"1458083","0"
"2064036","1"
"2063843","9"
"2505604","0"
"2661995","2"
"1458462","1"
"2063681","2"
"2398762","0"
"1458169","0"
"1646011","9"
"2663542","1"
"1183773","3"
"1458109","14"
"2398508","1"
"1099614","3"
"2063775","9"
"1460029","2"
"1871519","8"
"1871651","0"
"1458496","2"
"2063857","1"
"2505751","3"
"2396816","7"
"2063606","2"
"1458278","1"
"191249","0"
"584817","10"
"502603","11"
"1460030","14"
"2662047","0"
"221578","0"
"2665996","0"
"2505709","1"
"354854","3"
"1460040","0"
"1871540","2"
"1646183","1"
"2661972","1"
NULL,NULL
"191262","7"
"1458235","8"
"502635","8"
"584848","24"
"2662032","0"
"956914","11"
"354843","47"
"319971","8"
"2513209","0"
"1871622","3"
"2063794","0"
"956896","0"
"1645968","34"
"2064053","0"
"2663539","0"
"2513210","0"
"1099621","6"
"1458228","4"
"1458330","0"
"2398560","2"
"1321558","1"
"1646273","4"
"1458451","0"
"2507840","1"
"1183662","18"
"1458569","1"
"2398672","4"
"2514691","0"
"2514701","2"
"191259","0"
"584839","2"
"1458465","0"
"1871904","2"
"1099635","3"
"502697","9"
"2398572","1"
"584824","6"
"956913","6"
"354816","43"
"2063868","5"
"2063870","6"
"1871515","19"
"1321488","29"
"1183648","2"
"1316881","1"
"1871528","5"
"221321","13"
"2661928","0"
"2064041","0"
"1646267","7"
"2063662","2"
"2661991","0"
"1458301","2"
"2063954","3"
"170122","2"
"2507884","0"
"2063926","0"
"238565","4"
"1031244","0"
"1183726","8"
"1321550","5"
"1321552","24"
"1183645","7"
"2398427","0"
"1871970","2"
"2661955","1"
"1458325","0"
"2396769","0"
"1646148","3"
"320060","0"
"1646055","17"
"2398749","2"
"2661909","1"
"320062","0"
"2065041","2"
"2505525","6"
"191307","14"
"2662027","0"
"191318","12"
"2398432","10"
"2661930","4"
"1646115","20"
"2505693","2"
"2063611","23"
"2505545","6"
"1646031","41"
"1458253","1"
"2398420","3"
"1099561","10"
"1458350","2"
"2398656","3"
"1645965","6"
"2398563","3"
"2505668","0"
"354833","4"
"288659","14"
"956953","19"
"1099721","12"
"1321529","6"
"1458467","0"
"1458227","8"
"1183647","2"
"2507862","0"
"1458197","4"
"2668049","1"
"2661904","0"
