"2389674","SNOMED CT"
"2389674","Primary care"
"2389674","Systematized Nomenclature of Medicine"
"2389674","Unified Medical Language System"
"2389674","Disease"
"2508197","Web crawler"
"2508197","Web application"
"2508197","Web archiving"
"2508197","Content management system"
"2508197","Web page"
"2508197","World Wide Web"
"2508197","Blog"
"2508197","Archive"
"2390142","Twitter"
"2390142","Cluster analysis"
"2390142","Social media"
"2390142","Metric (mathematics)"
"2063784","Triplestore"
"2063784","Resource Description Framework"
"2063784","SPARQL"
"2063784","Bayesian network"
"2063784","Query optimization"
"2063784","Histogram"
"2063784","Correlation and dependence"
"2665997","Churn rate"
"2665997","Prediction"
"2665997","Social network"
"2665997","Social behavior"
"2665997","Interpersonal ties"
"2665997","Social relation"
"2665997","Social influence"
"238369","Multiplication of vectors"
"238369","Group representation"
"238369","Terrain"
"238369","Database"
"221600","Spatial database"
"221600","Spatial visualization ability"
"266913","Object-based spatial database"
"266913","Spatial database"
"266913","Geographic information system"
"266913","Consistency"
"266913","Data set"
"956890","Transliteration"
"956890","Information retrieval"
"956890","Statistics"
"956890","Romanization of Arabic"
"956890","Second language"
"956890","Orthography"
"2398467","Semantic Web"
"2398467","Ontology (information science)"
"2398467","Data Web"
"2398467","Resource Description Framework"
"2398467","Ontology"
"2398467","Workflow"
"2063801","Combination"
"2063801","Column (database)"
"2063801","Relational database"
"2063801","Data management"
"2063801","Apriori algorithm"
"2063801","Knowledge extraction"
"2661884","Data flow diagram"
"2661884","Functional dependency"
"2661884","Data cleansing"
"2661884","Tuple"
"2661884","Depth-first search"
"2661884","Database"
"2661884","Anomaly detection"
"1458560","Folksonomy"
"1458560","Semantics"
"1458560","Delicious (website)"
"1458560","Index term"
"1458560","Social web"
"1458560","Flickr"
"1458560","Resource Description Framework"
"1458560","Web 2.0"
"1458316","Folksonomy"
"1458316","Context-sensitive help"
"1458316","World Wide Web"
"1458316","Semantics"
"1458316","Ranking"
"1458316","GroupMe"
"2065012","Factors of production"
"2065012","Production (economics)"
"2065012","Conceptual model"
"2065012","Natural resource"
"2065012","Knowledge-based systems"
"2065012","Consumption (economics)"
"2065012","Business rules engine"
"956948","Network theory"
"956948","Vertex (graph theory)"
"956948","K-d tree"
"956948","Graph (mathematics)"
"956948","Traffic analysis"
"956948","World Wide Web"
"956948","Telecommunication"
"956930","XML"
"956930","Statistics"
"956930","World Wide Web"
"956930","XPath"
"956930","Query language"
"956930","Relational database"
"956930","Database"
"1651268","Cloud computing"
"1651268","Dataflow programming"
"1651268","Apache Hadoop"
"1651268","Computer cluster"
"1651268","Scheduling (computing)"
"1651268","Machine"
"1651268","Virtual machine"
"1651268","Optimization problem"
"2398577","R-tree"
"2398577","Dynamic programming"
"2398577","Run time (program lifecycle phase)"
"2398577","Space-filling curve"
"2398577","NP-hard"
"1646203","Voting"
"1646203","Question answering"
"1646203","Strongly connected component"
"1646203","Connectivity (graph theory)"
"1646203","Degree (graph theory)"
"1646203","Vertex (graph theory)"
"1646203","Graph (mathematics)"
"1871919","Key generation"
"1871919","Health system"
"1871919","Unicast"
"1871919","Threat (computer)"
"1871919","Secure communication"
"1871919","Data integrity"
"1871919","Key distribution"
"1871919","Key (cryptography)"
"1458357","Network analysis"
"1458357","Spamdexing"
"1458357","PageRank"
"1458357","Training set"
"1458357","Function (mathematics)"
"1458357","Parametric family"
"1458357","Anti-spam techniques"
"1458357","Special case"
"584905","Knowledge management"
"584905","Bioinformatics"
"584905","Biological database"
"584905","KEGG"
"584905","UniProt"
"584905","Experimental data"
"584905","Biologist"
"584905","Data integration"
"956920","Document classification"
"956920","Bootstrapping"
"956920","Supervised learning"
"956920","Unsupervised learning"
"956920","Self-organizing map"
"956920","Hierarchical organization"
"1099565","String (computer science)"
"1099565","Publish¿subscribe pattern"
"1099565","Computer network"
"1099565","Internet"
"1099565","Distributed hash table"
"1099565","Load balancing (computing)"
"1099565","Bandwidth (computing)"
"1099605","Website"
"1099605","World Wide Web"
"2514690","LinkedIn"
"2514690","Curse of dimensionality"
"2514690","Display advertising"
"2514690","Logistic regression"
"2514690","Online advertising"
"2514690","Supervised learning"
"2514690","Posterior probability"
"2514690","Clickthrough rate"
"1646260","Probability"
"1646260","Contextual advertising"
"1646260","Relevance (information retrieval)"
"1646260","Information retrieval"
"1646260","Vector space model"
"1646260","Calibration"
"1646260","Raw score"
"1646260","Disjoint sets"
"2396867","Learning to rank"
"2396867","Question answering"
"2396867","Watson (computer)"
"2396867","Text Retrieval Conference"
"2396867","Game show"
"1458574","Patent"
"1458574","Invention"
"1458574","United States Patent and Trademark Office"
"1458574","Metadata"
"1458574","Terabyte"
"288644","Online algorithm"
"288644","Association rule learning"
"266904","Web server"
"266904","Proxy server"
"266904","World Wide Web"
"1031197","Structural alignment"
"1031197","Protein structure"
"1031197","Data structure alignment"
"1031197","Smith¿Waterman algorithm"
"1031197","Distance matrix"
"1031197","Sequence alignment"
"1031197","Amino acid"
"1031197","Dynamic programming"
"1099678","Unstructured data"
"1099678","Information extraction"
"1099678","Information management"
"1099678","Question answering"
"1099678","Named entity recognition"
"1099678","Knowledge management"
"2064048","International"
"2064048","Information retrieval"
"1458083","Data mining"
"1458083","Scientific literature"
"1458083","Ecology"
"1458083","Brain"
"1458083","Invention"
"1458083","Disaster"
"2063843","Experience"
"2063843","Assignment problem"
"2063843","Visual perception"
"2063843","Education"
"2063843","Time complexity"
"2661995","Similarity (geometry)"
"2661995","Nearest neighbor search"
"2661995","Web content"
"2661995","Web search engine"
"2661995","Information retrieval"
"2661995","E-book"
"2661995","World Wide Web"
"1458462","Statistical significance"
"1458462","Sequence alignment"
"1458462","Probability distribution"
"1458462","BLAST"
"1458462","Generalized extreme value distribution"
"1458462","Database"
"2398762","Knowledge management"
"2398762","International"
"2398762","Content management"
"2398762","Language contact"
"1458169","Memory management"
"1458169","IBM DB2"
"1458169","Instruction pipeline"
"1458169","Query plan"
"1458169","Interrupt"
"1458169","Run time (program lifecycle phase)"
"1458169","Computer performance"
"1458169","Data type"
"1646011","Web crawler"
"1646011","Focused crawler"
"1646011","Webgraph"
"1646011","Web content"
"1646011","Web page"
"1646011","Web search engine"
"1646011","World Wide Web"
"1646011","Application software"
"1183773","Relevance (information retrieval)"
"1458109","Database"
"1458109","Transaction Processing Performance Council"
"1458109","IBM DB2"
"1458109","Query language"
"1458109","Business intelligence"
"1099614","Word"
"1099614","Sequence"
"1099614","Sentence (linguistics)"
"1099614","Frequency"
"2063775","Cluster analysis"
"2063775","Information retrieval"
"2063775","Personalization"
"2063775","Web search engine"
"1460029","Suffix array"
"1460029","Word"
"1460029","Data structure"
"1460029","Suffix"
"1460029","Statistics"
"1871519","Data analysis"
"1871519","Okapi BM25"
"1871519","Tf¿idf"
"1871519","Relevance (information retrieval)"
"1871519","Document retrieval"
"1871519","Language model"
"1871519","Information retrieval"
"1871519","History"
"1871651","Parallel text"
"1871651","Web search engine"
"1871651","Phrase"
"1871651","Sentence (linguistics)"
"1871651","Conditional random field"
"1871651","Unsupervised learning"
"1871651","Vowel length"
"1458496","Structure mining"
"1458496","Association rule learning"
"1458496","Document clustering"
"1458496","Co-occurrence"
"1458496","Cluster analysis"
"1458496","Glossary of graph theory"
"2063857","Object (philosophy)"
"2063857","Idea"
"2063857","Survey methodology"
"2505751","K-edge-connected graph"
"2505751","Network theory"
"2505751","Glossary of graph theory"
"2505751","Time complexity"
"2505751","Degeneracy (graph theory)"
"2505751","Social network"
"2396816","Level of measurement"
"2396816","Anomaly detection"
"2396816","Relational database"
"2396816","Data set"
"2396816","Metric (mathematics)"
"2396816","Norm (mathematics)"
"2396816","Database"
"2063606","Information retrieval"
"2063606","Effectiveness"
"2063606","Web search engine"
"2063606","Synonym"
"2063606","Clickthrough rate"
"2063606","Health informatics"
"1458278","Coreference"
"1458278","Information retrieval"
"191249","Computer simulation"
"191249","Concurrent engineering"
"191249","Behavioral modeling"
"191249","Inheritance (object-oriented programming)"
"191249","Conceptual model"
"191249","Object database"
"584817","Query optimization"
"584817","XML"
"584817","Operator (mathematics)"
"584817","XML database"
"584817","Relational database management system"
"584817","XPath"
"584817","Database"
"502603","Document classification"
"502603","Metadata"
"502603","Statistical classification"
"502603","Precedent"
"502603","Law"
"1460030","Stemming"
"1460030","Arabic language"
"1460030","Word stem"
"1460030","Root (linguistics)"
"1460030","Compound (linguistics)"
"1460030","Stop words"
"1460030","Noun"
"1460030","Word"
"2662047","Support vector machine"
"2662047","Reverse engineering"
"2662047","Prediction"
"2662047","Probability distribution"
"2662047","Statistical classification"
"2505709","Microblogging"
"2505709","Real-time computing"
"2505709","Digital filter"
"2505709","Relevance feedback"
"2505709","Text Retrieval Conference"
"2505709","Twitter"
"2505709","Query expansion"
"2505709","User profile"
"354854","Logical schema"
"354854","Restructuring"
"1460040","Document retrieval"
"1460040","Persian language"
"1460040","Hamshahri"
"1460040","Official language"
"1460040","Text corpus"
"1460040","Information retrieval"
"1871540","User profile"
"1871540","Information filtering system"
"1871540","Negative feedback"
"1871540","Relevance feedback"
"1871540","Positive feedback"
"1871540","Text Retrieval Conference"
"1646183","Information filtering system"
"1646183","Relevance feedback"
"1646183","Hypothesis"
"1646183","Feature extraction"
"1646183","Negative feedback"
"191262","Closure (mathematics)"
"191262","Structure (mathematical logic)"
"191262","Software maintenance"
"191262","Query language"
"191262","Object-oriented programming"
"191262","Computer simulation"
"191262","Relational algebra"
"191262","Operand"
"1458235","Information retrieval"
"1458235","Relevance (information retrieval)"
"1458235","Structuralism"
"1458235","Structured document"
"1458235","Scientific modelling"
"502635","Machine-readable dictionary"
"502635","Machine translation"
"502635","Cross-language information retrieval"
"502635","Bilingual dictionary"
"502635","Text Retrieval Conference"
"502635","Dictionary"
"502635","Translation"
"584848","Stemming"
"584848","Information retrieval"
"584848","Arabic language"
"584848","Conflation"
"584848","Inflection"
"584848","Word sense"
"2662032","Expert"
"2662032","Online community"
"2662032","Social network"
"2662032","Cold start"
"956914","Hierarchical clustering"
"956914","Natural language processing"
"956914","Cluster analysis"
"956914","Conceptual model"
"319971","Digital library"
"319971","Metadata"
"319971","Data structure"
"319971","Newspaper"
"319971","Digitizing"
"319971","Optical character recognition"
"319971","Page layout"
"319971","Image processing"
"1871622","Nearest neighbor search"
"1871622","Clustering high-dimensional data"
"1871622","Metric space"
"1871622","Index (database)"
"1871622","Unique key"
"1871622","Outline of object recognition"
"1871622","Data set"
"956896","Obsolescence"
"956896","Database"
"956896","Application software"
"956896","Machine learning"
"1645968","Timeline"
"1645968","Cluster analysis"
"1645968","Time"
"1645968","Information retrieval"
"1645968","Metadata"
"1645968","Web search engine"
"2513210","Social media"
"2513210","Microblogging"
"2513210","Twitter"
"2513210","Wikipedia"
"2513210","Website"
"2513210","Internet"
"1099621","Intelligence analysis"
"1099621","Information discovery"
"1099621","Variable (computer science)"
"1458228","Bipartite graph"
"1458228","Table (database)"
"1458228","Cluster analysis"
"1458228","Group (mathematics)"
"1458330","Lattice (order)"
"1458330","Data set"
"1458330","Category (mathematics)"
"1458330","Graph theory"
"1458330","Data analysis"
"1458330","Cluster analysis"
"1458330","Spanning tree"
"2398560","Web search query"
"2398560","Web search engine"
"2398560","Analysis of algorithms"
"1458451","Pharmacogenomics"
"1458451","Text mining"
"1458451","Pharmacogenetics"
"1458451","Small molecule"
"1458451","Polymorphism (biology)"
"1458451","Molecular binding"
"1458451","Genetic variation"
"1458451","Structural motif"
"2507840","Anomaly detection"
"2507840","Free viewpoint television"
"2507840","Cluster analysis"
"1458569","Tf¿idf"
"1458569","Cluster analysis"
"1458569","Nuclear fusion"
"1458569","Information retrieval"
"1458569","User (computing)"
"1458569","Speech"
"2398672","Survival analysis"
"2398672","Microblogging"
"2398672","Heavy-tailed distribution"
"2398672","Statistical significance"
"2398672","Real-time web"
"2398672","Text Retrieval Conference"
"2398672","Probability distribution"
"2398672","Probability"
"2514691","Business value"
"2514691","Personalization"
"2514691","User information"
"2514691","A/B testing"
"2514701","Business value"
"2514701","Personalization"
"2514701","User information"
"2514701","A/B testing"
"191259","Conceptual schema"
"191259","Reuse"
"191259","Semantics"
"191259","Electrical engineering"
"191259","Mechanical engineering"
"191259","Automation"
"584839","Logic"
"584839","Relational database"
"584839","XML"
"1458465","Population genetics"
"1458465","Genotype"
"1458465","Genetic distance"
"1458465","Allele frequency"
"1458465","International HapMap Project"
"1458465","Genotyping"
"1458465","Genetic variation"
"1458465","Single-nucleotide polymorphism"
"1871904","Stream processing"
"1871904","Programming language"
"1871904","Field (computer science)"
"1871904","Computer data processing"
"1871904","Annotation"
"1871904","Prediction"
"502697","Phonetics"
"502697","Speech recognition"
"502697","Vocabulary"
