"81316488793","31"
"81321490410","49"
"81100237344","251"
"81548707556","2"
"81100512614","11"
"81453620688","11"
"81372592181","0"
"81100637390","2"
"81314494488","0"
"81100419711","142"
"81472649892","23"
"81100142789","10"
"81372590678","0"
"81100173160","364"
"81350589211","626"
"82259008657","6"
"81100406381","5"
"81314494435","0"
"81372592331","0"
"81100471562","10"
"81435594479","169"
"81100321728","7"
"83358650557","1"
"81100092270","6143"
"81100387913","6"
"81314495250","0"
"81100454230","413"
"81100353006","10"
"81100320806","79"
"81474680163","11"
"89758725857","0"
"81100557538","93"
"81311483103","801"
"81435611712","31"
"81100460281","1419"
"99658658114","0"
"81100406488","181"
"81474679395","11"
"81452598203","100"
"81477643839","1"
"81464640457","8"
"81501675901","6"
"81537661856","22"
"99658634216","10"
"81442619555","6"
"81100051779","134"
"84458702157","2"
"81435600437","0"
"81350597365","309"
"81310482779","5"
"81100388648","130"
"81451594025","1613"
"81350590924","447"
"81464665619","46"
"81482653826","9"
"81435598987","0"
"81100226420","857"
"81423594595","9"
"81501665949","36"
"81484649789","12"
"81323496239","2132"
"81100237467","714"
"81486643099","2"
"81100307048","119"
"81543811956","27"
"81409592330","59"
"81100475927","3039"
"83258615857","8"
"81406600861","209"
"81486649692","2"
"81452595971","224"
"81435598136","0"
"81435602395","305"
"81100138992","149"
"81100321693","19"
"81438592678","263"
"81416595642","9"
"81319487808","0"
"81486643256","2"
"81100398871","165"
"81100152678","251"
"81100384853","126"
"81100521269","11"
"81552308856","9"
"81405593815","7"
"81100048867","640"
"81458658934","1"
"81486646355","0"
"81361600502","24"
"81447598545","43"
"81100306238","2"
"81300352101","629"
"81328489236","290"
"99658727693","0"
"81100330409","104"
"81452609331","2046"
"81314485824","2824"
"81442595750","3"
"81100043091","21"
"81361608411","12"
"81384599987","23"
"81331508306","286"
"81100326938","77"
"81556835656","0"
"81537646456","1"
"81309499457","805"
"81100270029","624"
"81416595880","168"
"81452598185","431"
"81100484292","204"
"81100153323","82"
"81100225154","16"
"99658647486","0"
"81414602570","52"
"84459151157","1"
"81452592357","520"
"81314493869","0"
"81440617857","7"
"81350596290","1060"
"81361602647","18"
"84459912857","4"
"82259291457","3"
"84460506657","0"
"99658728464","0"
"81452611106","2500"
"81333487902","53"
"81100104383","48"
"81100303355","261"
"81100603324","93"
"84458895157","3"
"82258666457","0"
"81100218127","68"
"81555306456","2"
"81472653275","4"
"81100459981","21"
"81100351909","2047"
"81100339572","109"
"81335494361","769"
"81450593940","14"
"81100641340","52"
"81363605870","133"
"99658726739","0"
"81100473562","447"
"81100598308","1035"
"81384605402","5"
"81100095327","12"
"81100500733","115"
"81392604545","0"
"81487645561","13"
"81416605690","6"
"81100241229","0"
"81100303530","3"
"81100473638","30"
"81350577988","867"
"81323495072","386"
"81100396643","59"
"81487647895","13"
"81310482495","45"
"82259220757","3"
