"2389674","81548707556"
"2389674","81100419711"
"2389674","81100454230"
"2389674","81435611712"
"2508197","81501675901"
"2508197","81350590924"
"2390142","81501665949"
"2390142","81435602395"
"2390142","81328489236"
"2063784","81384599987"
"2063784","81452598185"
"2665997","99658647486"
"2665997","84460506657"
"2665997","81100218127"
"238369","81100641340"
"238369","81392604545"
"238369","81100396643"
"238369","81392599129"
"238369","81392591605"
"238369","81392597551"
"238369","81392609042"
"221600","81100071850"
"221600","81100470490"
"266913","81100071850"
"266913","81100559995"
"956890","81100360214"
"956890","81100215289"
"2398467","81482660314"
"2398467","81474670983"
"2398467","81100447576"
"2063801","81482660314"
"2063801","81100447576"
"2661884","81482660314"
"2661884","99658657310"
"2661884","81100447576"
"1458560","81375602198"
"1458316","81375602198"
"1458316","81100569997"
"1458316","81384590789"
"2065012","81490655935"
"2065012","81479655070"
"2065012","81490670252"
"956948","81100283468"
"956948","81100078635"
"502638","81100580595"
"502638","81100030315"
"956930","81100138515"
"956930","81100509752"
"1651268","81100138515"
"1651268","81447594450"
"1651268","81447592484"
"2398577","81549404556"
"2398577","81100511937"
"2398577","81100263396"
"1646203","81100636007"
"1646203","81452597620"
"1646203","81447596847"
"1871919","81375614422"
"1871919","81100384977"
"170411","81100197561"
"170411","81100446526"
"1458357","81363593075"
"1458357","81100558602"
"1183731","81309499133"
"1183731","81100395758"
"1183731","81332509808"
"1183731","81100007390"
"1183731","81309509002"
"1183731","81343503720"
"584905","81309500561"
"584905","81100636325"
"584905","81100531647"
"584905","81100456905"
"584905","81100553509"
"584905","81430619919"
"584905","81100062183"
"956920","81100452193"
"956920","81100296767"
"956920","81100030721"
"323231","81100589033"
"323231","81100337812"
"323231","81100214014"
"352322","81100191640"
"352322","81100308969"
"1099565","81309486613"
"1099565","81100489302"
"1099605","81100264320"
"1099605","81340490854"
"1099605","81375609220"
"2514690","81100632698"
"2396850","81100632698"
"2396850","81100108059"
"2396850","81384609599"
"2505635","82659093257"
"2505635","81100619087"
"1646260","81100632698"
"1646260","81100099117"
"1646260","81542333356"
"1646260","81100209419"
"1646260","81367595085"
"1646283","81447597709"
"1646283","81367598733"
"1646283","81323492908"
"1646283","81100374405"
"1646283","81100629915"
"1646283","81447600772"
"1646283","81447602879"
"1646283","81447599149"
"1646283","81100319820"
"2396867","81448597117"
"2396867","81339523170"
"2396867","81361592350"
"2396867","81100590712"
"2396867","81100574279"
"2396867","81100462360"
"2396867","81100488710"
"1458574","81384620958"
"1458574","81384620351"
"1458574","81100458673"
"1458574","81100562809"
"1458574","81384621527"
"1458574","81100484930"
"1458574","81100585542"
"1458574","81100013036"
"288644","81350594201"
"288644","81100446758"
"288644","81350576309"
"266904","81350594201"
"266904","81350576309"
"1031197","81100274233"
"1031197","81350572364"
"1031197","81100403960"
"1099678","81100483286"
"1099678","81100577581"
"2064048","81100235299"
"2064048","81100482049"
"2064048","81100131111"
"1458083","81100289193"
"2064036","81350572364"
"2064036","81461659589"
"2064036","81100403960"
"2063843","81100289193"
"2063843","81100336551"
"2063843","81100498884"
"2063843","81342500095"
"2505604","81100289193"
"2505604","81100336551"
"2505604","81100498884"
"2505604","81342500095"
"2661995","81100289193"
"2661995","81100336551"
"2661995","81100498884"
"2661995","81342500095"
"1458462","81384597441"
"1458462","81384610475"
"2063681","81100289193"
"2063681","81100230801"
"2063681","81331506208"
"2398762","81100289193"
"2398762","81100424535"
"2398762","81336492342"
"1458169","81309507499"
"1458169","81547067156"
"1458169","81406597954"
"1458169","81309513526"
"1646011","81350606233"
"1646011","81100398416"
"2663542","81350606233"
"2663542","81100568276"
"2663542","81548023997"
"1183773","81100459455"
"1183773","81310483832"
"1458109","81435595206"
"1458109","81100138515"
"1458109","81100276884"
"1458109","81100567975"
"2398508","81335487631"
"2398508","82658949957"
"2398508","81547973956"
"2398508","81100243402"
"2398508","81447598064"
"1099614","81309492561"
"2063775","81375611194"
"2063775","81321491135"
"2063775","81322502891"
"2063775","81100513282"
"1460029","81384620698"
"1460029","81450592796"
"1460029","81384595079"
"1871519","81470651383"
"1871519","81467649343"
"1871519","81100483286"
"1871519","81100099117"
"1871651","81100196818"
"1871651","81367598733"
"1871651","81323492908"
"1871651","81375616237"
"1871651","81472654267"
"1458496","81384612788"
"1458496","81100426018"
"2063857","81442617951"
"2063857","81100305636"
"2505751","81502688985"
"2505751","81502661355"
"2505751","81758679957"
"2396816","81414592499"
"2396816","81337494052"
"2396816","81335499054"
"2396816","81100373169"
"2063606","81384621422"
"2063606","81342487699"
"1458278","81384621422"
"1458278","81384621996"
"1458278","81342487699"
"191249","81310500091"
"191249","81100184954"
"584817","81100464154"
"584817","81309509146"
"502603","81100165573"
"502603","81537841656"
"502603","81100287966"
"502603","81100009057"
"502603","81406593214"
"1460030","81384605813"
"1460030","81100222615"
"2662047","99658654792"
